filename,width,height,class,xmin,ymin,xmax,ymax
File00222_jpg.rf.193f21228d4677d2021f3e4390b20619.jpg,474,321,Iris,181,63,296,321
File00219_jpg.rf.1ee868d23319047121322d31e1425779.jpg,474,237,Forceps,3,30,308,222
File00254_jpg.rf.1d137814903dde39794ddb61161e271c.jpg,474,266,Forceps,23,105,444,162
File00228_jpg.rf.1eee5435d11669eff4b9d42b5ea6c875.jpg,300,225,Forceps,6,78,294,111
File00277_jpg.rf.242b9d74b48dc7f3e88da3aa3e39693c.jpg,300,210,Army_navy,21,49,264,167
File00277_jpg.rf.242b9d74b48dc7f3e88da3aa3e39693c.jpg,300,210,Army_navy,48,24,284,135
File00204_jpg.rf.003bfce2b9ec0efbacb7e11e42b7a5b4.jpg,474,355,Potts,70,75,444,188
File00274_jpg.rf.07ee89bbaab84ef906c414bc49b2604e.jpg,1200,1200,Needle,178,241,1055,1005
File00215_jpg.rf.1fc3996328f357fd71a9dd65ea7b9dd0.jpg,474,632,Iris,32,72,374,631
File00294_jpg.rf.2363ae3da8fcd6679e27a58e3b67b6ba.jpg,608,640,Frazier,79,32,535,596
File00279_jpg.rf.261b2b6d7b3dace6fbfb2b76d602760d.jpg,640,533,Bulldog,79,71,565,410
File00289_jpg.rf.329613a6213e796fef099fd21f504fd7.jpg,640,640,Forceps,261,89,493,322
File00289_jpg.rf.329613a6213e796fef099fd21f504fd7.jpg,640,640,Forceps,29,36,603,620
File00257_jpg.rf.3533a9b068a8269366f8f1c884cf7fcd.jpg,200,200,Hemostat,34,55,180,146
File00237_jpg.rf.4b3424ab512d5b75b4b84d36808d6dca.jpg,300,225,Mayo_metz,36,24,280,180
File00210_jpg.rf.51f21c6b7cf8f8b7e18b07be7d0c9385.jpg,474,266,Potts,166,61,472,185
File00251_jpg.rf.4f6fbe979661cb9e7b4547844722bf7b.jpg,474,315,Scalpel,135,107,474,145
File00251_jpg.rf.4f6fbe979661cb9e7b4547844722bf7b.jpg,474,315,Scalpel,156,170,474,213
File00259_jpg.rf.391ad63abe57dd19b21686369fd60ed4.jpg,400,300,Forceps,5,133,391,172
File00203_jpg.rf.4310dec7bc6f22f63e420967f94218e1.jpg,474,355,Mayo_metz,24,59,405,342
File00227_jpg.rf.3194a488d668fa3e00a4c0cffcc63469.jpg,300,225,Potts,13,97,272,178
File00240_jpg.rf.315c836f2237145ac3ae627dfd7f4835.jpg,474,355,Potts,66,24,438,289
File00286_jpg.rf.438b499c2203ec3a2447e442ae294c81.jpg,1000,946,Towel_clip,59,122,642,500
File00286_jpg.rf.438b499c2203ec3a2447e442ae294c81.jpg,1000,946,Towel_clip,125,339,710,722
File00286_jpg.rf.438b499c2203ec3a2447e442ae294c81.jpg,1000,946,Towel_clip,222,548,812,929
File00269_JPG.rf.41b39e5eddedf630abb12dbb351c6c1a.jpg,1240,730,Army_navy,85,144,1130,356
File00269_JPG.rf.41b39e5eddedf630abb12dbb351c6c1a.jpg,1240,730,Army_navy,44,330,1187,596
File00208_jpg.rf.492b4fe8a210816deef41491b6a9ecb0.jpg,464,500,Iris,70,26,371,454
File00238_jpg.rf.4c2d3d15c4ff05849a605fa1f8f7df70.jpg,474,474,Scalpel,88,88,424,375
File00238_jpg.rf.4c2d3d15c4ff05849a605fa1f8f7df70.jpg,474,474,Scalpel,85,192,424,472
File00270_jpg.rf.4f5e767cfd211b203b825ae16211159a.jpg,1000,962,Hemostat,395,6,1000,260
File00270_jpg.rf.4f5e767cfd211b203b825ae16211159a.jpg,1000,962,Hemostat,28,20,990,948
File00270_jpg.rf.4f5e767cfd211b203b825ae16211159a.jpg,1000,962,Hemostat,6,858,547,962
File00242_jpg.rf.49e45236e97109652bbdec05438a24b6.jpg,474,348,Scalpel,89,18,394,298
File00253_jpg.rf.5211000942a953284305ed7659cf87e3.jpg,474,447,Hemostat,98,34,413,414
File00252_jpg.rf.536278b3c7773dbc34c755a22652fc27.jpg,474,355,Mayo_metz,52,111,393,246
File00231_jpg.rf.53ffc761647765833fb076514bdfdb27.jpg,225,300,Forceps,48,74,137,225
File00231_jpg.rf.53ffc761647765833fb076514bdfdb27.jpg,225,300,Mayo_metz,60,80,174,290
File00266_jpg.rf.54a8c71b0d21d043a3feb6ee028ba4f6.jpg,474,474,Mayo_metz,11,188,455,318
File00293_jpg.rf.56b156fbd1da118d15358397b9a6838b.jpg,342,342,Castroviejo,22,154,321,207
File00223_jpg.rf.668e6f8669e384d4e3d8deae90bd2050.jpg,425,239,Iris,88,57,341,234
File00223_jpg.rf.668e6f8669e384d4e3d8deae90bd2050.jpg,425,239,Iris,124,8,321,150
File00290_jpg.rf.67f325c258a94bdb61065eeffbba70ef.jpg,640,640,Yankauer,28,46,483,511
File00290_jpg.rf.67f325c258a94bdb61065eeffbba70ef.jpg,640,640,Yankauer,103,80,545,561
File00290_jpg.rf.67f325c258a94bdb61065eeffbba70ef.jpg,640,640,Yankauer,173,120,612,604
File00284_jpg.rf.69de23dba78e2b03f5d3be01399f7eab.jpg,640,454,Forceps,97,21,604,412
File00209_jpg.rf.6ab78f2d0ec59ae929b58549ee68fb9b.jpg,474,751,Iris,116,89,368,690
File00216_jpg.rf.6b490ee93a52169555b72d1c46589f42.jpg,474,474,Forceps,7,6,472,418
File00283_jpg.rf.6b95ccd099b63bcf5b4701cf65a78147.jpg,900,767,Frazier,127,93,765,672
File00265_jpg.rf.6bcf422d21c7062e8d2cb378dc1669ec.jpg,360,270,Forceps,4,7,359,263
File00206_jpg.rf.6e6c848dc6903fba7082fa80b8597285.jpg,474,355,Mayo_metz,36,151,450,288
File00299_jpg.rf.6c6f9ce6a9cc9c9f9d80e081e31b6f94.jpg,400,400,Hemostat,7,49,376,346
File00249_jpg.rf.6e88620fbe47db2d3a1d861f9c9bc973.jpg,474,710,Scalpel,167,68,267,240
File00288_jpg.rf.772603c3ae7abd7a0b273b5539adbba2.jpg,640,607,Army_navy,20,9,586,552
File00288_jpg.rf.772603c3ae7abd7a0b273b5539adbba2.jpg,640,607,Army_navy,111,96,621,581
File00296_jpg.rf.7d277e9be28d99c723c4cfeb77d6d40e.jpg,300,300,Mayo_metz,11,65,288,246
File00275_jpg.rf.83d2adc18c3d5d6a2d8b2a63e52e8dd2.jpg,640,640,Forceps,108,118,548,527
File00214_jpg.rf.850ee7aad7d1ac6aceab77cdd57d5371.jpg,474,355,Forceps,8,158,456,206
File00263_jpg.rf.84496aa089ddb7d7572b5c8f5ab75a46.jpg,180,420,Weitlaner,3,7,178,420
File00245_jpg.rf.8590ba12afb209074a58176b8e5809c1.jpg,474,355,Mayo_metz,1,72,463,264
