filename,width,height,class,xmin,ymin,xmax,ymax
File00115_jpg.rf.05ba4c857d59e9d9acf9457148297675.jpg,400,258,Towel_clip,121,50,305,195
File00118_jpg.rf.05c34f3aca88c06813fc7e163fab6f6f.jpg,400,400,Castroviejo,23,26,378,380
File00197_jpg.rf.0bc58f208f0ab5ae93b74eee930592eb.jpg,151,160,Army_navy,15,1,151,147
File00197_jpg.rf.0bc58f208f0ab5ae93b74eee930592eb.jpg,151,160,Army_navy,6,20,128,154
File00177_jpg.rf.102944f237898e17ae385730cf6d02b5.jpg,240,161,Richardson,22,8,206,138
File00104_jpg.rf.1212e4ffe8fa18d4dea1e40d733abe0f.jpg,640,640,Towel_clip,222,68,505,589
File00111_jpg.rf.16cc596fdcb18e01bf0bce8e9c61c9f7.jpg,400,400,Scalpel,244,18,306,400
File00132_jpg.rf.23e0687115b5cf8569d7ef9d4ee45f86.jpg,400,400,Towel_clip,42,33,117,250
File00132_jpg.rf.23e0687115b5cf8569d7ef9d4ee45f86.jpg,400,400,Towel_clip,74,25,329,375
File00162_jpg.rf.249674490e66b98b33820319ec3fac28.jpg,640,236,Potts,32,40,601,213
File00143_jpg.rf.2b98851c50f922c214dd77de2559ae17.jpg,400,300,Yankauer,21,0,309,300
File00150_jpg.rf.053ce557de299d49ec02af29dc96d189.jpg,300,400,Potts,82,5,199,398
File00191_jpg.rf.0711db26e07f744a8cdbe4dccf03ac02.jpg,1000,1000,Potts,125,64,985,811
File00164_jpg.rf.0e950f18df549c799458a69cffc97dfe.jpg,480,640,Iris,86,274,349,382
File00138_jpg.rf.13fe9c79f0ed959a0bf6b7c6eac61cdb.jpg,1000,1000,Potts,13,123,993,872
File00147_jpg.rf.15b32b5005ae29d5463db95cfae66524.jpg,640,480,Potts,84,124,623,341
File00137_jpg.rf.203a419e15445ba35ffc60a289b25781.jpg,400,400,Potts,208,53,397,179
File00137_jpg.rf.203a419e15445ba35ffc60a289b25781.jpg,400,400,Potts,18,89,384,340
File00183_jpg.rf.2508e36a175fc2488a133926f65efaca.jpg,640,606,Potts,37,102,598,488
File00120_jpg.rf.335a8341ff0a2d0a63d297dcc8d73ea6.jpg,640,617,Bulldog,38,96,619,541
File00169_jpeg.rf.377f7f0556841364de88254ba61458ab.jpg,225,225,Needle,4,0,215,220
File00172_jpg.rf.3c65ae77ba3282e6dfc61e2d6cd45630.jpg,400,79,Frazier,7,12,391,71
File00133_jpg.rf.3d212156ffe4dbe586aed9003bcff64f.jpg,400,336,Weitlaner,52,28,338,316
File00135_jpg.rf.19707a8ca2b1a56a5fb91cabf393f0c2.jpg,400,400,Potts,3,5,398,387
File00186_jpg.rf.3a6527d3324146212868484fe841e51d.jpg,640,500,Potts,111,40,565,459
File00131_jpg.rf.31953450266eb586bad5d51ffc7d0e77.jpg,700,700,Weitlaner,149,25,398,674
File00125_jpg.rf.351dfc9a04aaad3e3126e69f63da2d8d.jpg,1000,856,Castroviejo,15,10,998,834
File00117_jpg.rf.3cb00166809c9b5d9758948a35413413.jpg,640,640,Yankauer,28,53,601,584
File00158_JPG.rf.3db346b95cab79ea30d7e2169fd4965d.jpg,225,225,Hemostat,15,22,177,216
File00184_jpg.rf.42456e20116f2c35eec20a73acf498a3.jpg,640,640,Iris,53,132,619,519
File00154_png.rf.45d77239f0b34bcedeca00e86825b04e.jpg,800,800,Iris,29,224,770,581
File00136_jpg.rf.4702c1a4607204e365b27af5dbb34220.jpg,1000,943,Scalpel,19,24,972,922
File00192_jpg.rf.4736929cc18451e5775d022fbc568a4d.jpg,800,800,Needle,373,238,526,602
File00192_jpg.rf.4736929cc18451e5775d022fbc568a4d.jpg,800,800,Castroviejo,6,540,514,800
File00101_jpg.rf.5041267dd9a55e2f0a3fabc56db774e8.jpg,300,400,Potts,78,38,221,365
File00156_jpg.rf.520be5dd90dab234b28366965a58db03.jpg,1000,824,Hemostat,0,23,604,195
File00156_jpg.rf.520be5dd90dab234b28366965a58db03.jpg,1000,824,Hemostat,12,17,984,818
File00156_jpg.rf.520be5dd90dab234b28366965a58db03.jpg,1000,824,Hemostat,357,718,1000,819
File00155_jpg.rf.528486e172ec107534cde73edf4be53d.jpg,400,250,Hemostat,0,1,391,250
File00141_jpg.rf.5431870526e6c2cd1e94cdbb7cd163a4.jpg,1000,563,Scalpel,230,63,844,460
File00141_jpg.rf.5431870526e6c2cd1e94cdbb7cd163a4.jpg,1000,563,Scalpel,63,105,675,516
File00174_jpg.rf.5789e93eba15cf9f95cd84d3533ae0c9.jpg,339,628,Mayo_metz,19,22,323,596
File00161_jpg.rf.57ed4b5705df821739c6bbb27e91963a.jpg,1000,1000,Frazier,79,178,959,789
File00159_jpg.rf.594fb09f3cbd58f7d671df70ddfdecc5.jpg,400,400,Iris,60,33,342,354
File00103_jpg.rf.6651c02c6f3acaad5805991fdf208e8e.jpg,400,400,Richardson,42,38,368,359
File00130_jpg.rf.6730e45f435d0d6f0c55f2712aeeaacb.jpg,1000,1000,Castroviejo,5,36,386,346
File00130_jpg.rf.6730e45f435d0d6f0c55f2712aeeaacb.jpg,1000,1000,Castroviejo,115,20,933,878
File00130_jpg.rf.6730e45f435d0d6f0c55f2712aeeaacb.jpg,1000,1000,Castroviejo,487,712,983,996
File00119_jpg.rf.6812591951f221c370213d59e2b3b2af.jpg,640,640,Towel_clip,31,156,622,505
File00142_jpg.rf.5777d53e8a637a4fcf0f89267add64d3.jpg,640,480,Potts,104,105,533,229
File00116_jpg.rf.69c22591782faff22f2a1d3a1e862635.jpg,1000,890,Bulldog,301,112,704,758
File00189_jpg.rf.6e0ba1876d1037faa5917b8745b38777.jpg,240,161,Yankauer,20,55,230,108
File00134_jpg.rf.72aa6fd314a6d701ee37bd4d3bc53525.jpg,400,400,Weitlaner,24,68,244,235
File00134_jpg.rf.72aa6fd314a6d701ee37bd4d3bc53525.jpg,400,400,Weitlaner,156,163,377,321
File00149_jpg.rf.7141d078604a5fba195cffdc2a9c8ebb.jpg,400,400,Iris,21,110,381,292
File00193_jpg.rf.7328086c1caf85583a4d7b93923cdef4.jpg,1280,857,Army_navy,132,86,1138,816
File00114_jpg.rf.7546a09ff0a86992539b104909643a41.jpg,480,640,Weitlaner,89,39,369,624
File00194_jpg.rf.75f8e9bf069d63388b9b05c7d518997e.jpg,400,225,Forceps,12,22,400,186
File00123_jpg.rf.7670ba8fd4382837180095b2fa64261c.jpg,400,400,Towel_clip,28,92,380,323
File00199_jpg.rf.778969f3714e70cae215199f7433d1d7.jpg,1000,1000,Mayo_metz,10,102,954,660
File00199_jpg.rf.778969f3714e70cae215199f7433d1d7.jpg,1000,1000,Mayo_metz,75,345,988,904
